vars,id,creation_time,failed,failed_reason,time_of_death,type,fingerprint_hash,recruiter_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,entry_information,status,elt_id,elt_id_max,time_credit,estimated_max_time_credit,progress,time_credit_fixes,progress_fixes,page_uuid,page_count,aborted,complete,answer,answer_accumulators,sequences,branch_log,for_loops,failure_tags,base_payment,performance_reward,unpaid_bonus,total_wait_page_time,answer_is_fresh,browser_platform,module_state_id,current_trial_id,trial_status,awaited_async_code_block_process_id,class,object_type,aborted_modules,started_modules,finished_modules,module_id,mit_consent,sex,languages_in_order_of_proficiency,liked_experiment,find_experiment_difficult,encountered_technical_problems
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T21:55:25.252356"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T21:51:32.025195"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""none""}",46,2026-02-26 21:50:52,False,,,Participant,0d836f391fbad9d5f15fa0397e8e0bb8,prolific,69a0c02dedfeac26e4d698c7,60ff26e2e30862fdb8531934:69a0c02dedfeac26e4d698c7,699f9178c0a64a38138a36ca,live,2026-02-26 21:55:54,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",41d98211-0eb2-b235-2283-205883b47c2c,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 103.0.0.0 on Chrome OS 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,english,yes,no,none
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T21:55:36.824803"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T21:52:50.666428"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",47,2026-02-26 21:52:09,False,,,Participant,9bd5e3a60c3a36850e98a37b4acbea9e,prolific,69a0c024c1cbd7d8bb945de8,5e8601d90126b207e8c7a2aa:69a0c024c1cbd7d8bb945de8,699f9178c0a64a38138a36ca,live,2026-02-26 21:56:18,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",05285c41-9481-cb55-d594-8bbf173cd9e1,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,english,yes,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T22:16:45.990783"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T22:01:55.823516"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes"", ""find_experiment_difficult"": ""Somewhat"", ""encountered_technical_problems"": ""None""}",48,2026-02-26 21:53:41,False,,,Participant,228d243e09fc46187a23fe2019d3882e,prolific,69a0c030a3eb549159a7d1d5,67f0130f2e5e1c69ddbcfcdd:69a0c030a3eb549159a7d1d5,699f9178c0a64a38138a36ca,live,2026-02-26 22:17:49,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",c25118d4-7dc8-c85a-fa8a-02a6e6faaffb,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,Yes,Somewhat,None
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-26T21:59:37.972608"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-26T21:55:33.932422"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English only"", ""liked_experiment"": ""It was OK, a little boring."", ""find_experiment_difficult"": ""Not really."", ""encountered_technical_problems"": ""No, all good.""}",49,2026-02-26 21:53:57,False,,,Participant,268cd8030a1a1062c551576b7719f66a,prolific,69a0c026146437320dd56045,66d8790772c9e0e4ee96259c:69a0c026146437320dd56045,699f9178c0a64a38138a36ca,live,2026-02-26 22:00:27,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",ecb88ff8-3f2e-662b-244e-972b1a858035,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English only,"It was OK, a little boring.",Not really.,"No, all good."
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-27T16:51:17.317989"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-27T16:48:48.339764"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes"", ""find_experiment_difficult"": ""No"", ""encountered_technical_problems"": ""No""}",50,2026-02-27 16:48:27,False,,,Participant,59df1095f118d35ebe5144749b52021a,prolific,69a1cad16ca9f0179e21921a,62c5fbbb796500bb5406d772:69a1cad16ca9f0179e21921a,699f9178c0a64a38138a36ca,live,2026-02-27 16:51:35,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",641d385e-db28-8d40-e5c5-6484b266bf20,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,Yes,No,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-27T16:52:33.124158"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-27T16:48:42.914272"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""No"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",51,2026-02-27 16:48:29,False,,,Participant,5b4e34e0ff979491617f29d9e9c95a85,prolific,69a1cad751aafa5c03f791d1,63d13e9a41e1c279a151bd4b:69a1cad751aafa5c03f791d1,699f9178c0a64a38138a36ca,live,2026-02-27 16:52:56,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",d866b25c-5916-8cb4-b279-06915f3083e5,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 144.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,No,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-27T16:54:37.200634"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-27T16:49:14.019745"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes, it was different than others."", ""find_experiment_difficult"": ""A little bit.  It was hard to determine whether they were full running, jogging, or just walking briskly."", ""encountered_technical_problems"": ""No""}",52,2026-02-27 16:48:54,False,,,Participant,7289661989e7a12e56e42144af08e6b4,prolific,69a1cadf8368e9ffa29f7045,5fdd503ee766bb41fd50f9d1:69a1cadf8368e9ffa29f7045,699f9178c0a64a38138a36ca,live,2026-02-27 16:55:47,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",c34c5c85-1834-c3ae-758d-b98895d2e585,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,"Yes, it was different than others.","A little bit.  It was hard to determine whether they were full running, jogging, or just walking briskly.",No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-27T16:55:41.704254"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-27T16:49:10.095364"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Not really, repetitive, hard to come up with new words 36 times"", ""find_experiment_difficult"": ""Yes"", ""encountered_technical_problems"": ""no issues""}",53,2026-02-27 16:48:55,False,,,Participant,1e1f0d3464c3f30fdb29f73c3fe98881,prolific,69a1cadd4fabf4ad1f1bfa6c,653703627539f3a8b2ed4af3:69a1cadd4fabf4ad1f1bfa6c,699f9178c0a64a38138a36ca,live,2026-02-27 16:56:14,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",5bca35af-4961-cb7e-476a-a2c89dc45eef,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 144.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,"Not really, repetitive, hard to come up with new words 36 times",Yes,no issues
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-27T16:57:55.336138"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-27T16:50:56.194693"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""It was fun"", ""find_experiment_difficult"": ""No"", ""encountered_technical_problems"": ""No""}",54,2026-02-27 16:48:56,False,,,Participant,e4cf0e42e862c3f0b4bd751bcf3f084b,prolific,69a1cadc94b297cbf5b23b7e,695fbf5f32df133a03cd128b:69a1cadc94b297cbf5b23b7e,699f9178c0a64a38138a36ca,live,2026-02-27 16:58:36,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",1ab0dc10-1aad-fd32-a358-e072af0be774,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,English,It was fun,No,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-27T16:56:30.882636"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-27T16:50:40.979677"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes, it was different"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",55,2026-02-27 16:49:09,False,,,Participant,c2611357fa959a49df78dda206b43536,prolific,69a1caf3c11c68c9e835cd1d,61bb392e40db417c1a138dcb:69a1caf3c11c68c9e835cd1d,699f9178c0a64a38138a36ca,live,2026-02-27 16:57:17,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",da13fcd9-8e9d-f865-161d-c99079603044,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 144.0.0.0 on Chrome OS 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,English,"Yes, it was different",no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-27T16:52:22.688074"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-27T16:49:42.430130"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""It was fine.  I wanted to use more than one word."", ""find_experiment_difficult"": ""A little, it was hard to come up with appropriate words."", ""encountered_technical_problems"": ""No""}",56,2026-02-27 16:49:12,False,,,Participant,a274c2a42b94a7d48613c73220783b47,prolific,69a1cad93d4a1e31c5df66ef,5f218f86a3a5b05784d9d371:69a1cad93d4a1e31c5df66ef,699f9178c0a64a38138a36ca,live,2026-02-27 16:55:21,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",0b945be9-d58a-caf2-08e5-87a0ebbd77df,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,English,It was fine.  I wanted to use more than one word.,"A little, it was hard to come up with appropriate words.",No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-27T20:22:37.933326"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-27T20:18:07.072642"", ""sex"": ""prefer_not_to_say"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""it's repedative"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",57,2026-02-27 20:17:46,False,,,Participant,f0faa07a45d80894d636834cc5cf348f,prolific,69a1fbd72cb2fd519ff382f1,6631b0617c0f0c282cb9966d:69a1fbd72cb2fd519ff382f1,699f9178c0a64a38138a36ca,live,2026-02-27 20:23:18,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",0ec0077d-739a-53c6-0770-e9bdc850b8df,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,prefer_not_to_say,english,it's repedative,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-27T20:21:09.734101"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-27T20:18:18.880972"", ""sex"": ""male"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": """", ""find_experiment_difficult"": ""No"", ""encountered_technical_problems"": ""no""}",58,2026-02-27 20:17:56,False,,,Participant,841b31f4a88149dce605f8b7ec5c9166,prolific,69a1fbd4b80f2449d7c49935,59e7477e3e4b5a00016aa4d2:69a1fbd4b80f2449d7c49935,699f9178c0a64a38138a36ca,live,2026-02-27 20:26:57,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",63f42cf3-d0da-21a1-93b4-97da33d8b1a2,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,male,english,,No,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-27T20:24:06.550151"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-27T20:18:41.627072"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English only"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""a bit- I wanted to put speed walking on some"", ""encountered_technical_problems"": ""no""}",59,2026-02-27 20:18:00,False,,,Participant,58af590e56dde3aa392d69b1f9c7596e,prolific,69a1fbdfecc87d8c64e7f260,611b09935cd6e67f2b5e9ea2:69a1fbdfecc87d8c64e7f260,699f9178c0a64a38138a36ca,live,2026-02-27 20:25:03,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",17c47328-97ed-ceea-63ea-f32abbeb5711,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,English only,yes,a bit- I wanted to put speed walking on some,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-27T20:23:44.145958"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-27T20:18:37.784133"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""it was repetative"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",60,2026-02-27 20:18:04,False,,,Participant,973afc0364293067b1ae757672c775b3,prolific,69a1fbdd3399755b201b581b,63fba62ad4d1fc9ced67eff4:69a1fbdd3399755b201b581b,699f9178c0a64a38138a36ca,live,2026-02-27 20:24:18,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",ae6b03fa-ae65-7029-63a8-7875fa151b3b,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,english,it was repetative,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-27T20:23:55.505409"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-27T20:18:53.715357"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""no"", ""find_experiment_difficult"": ""sort of"", ""encountered_technical_problems"": ""no""}",61,2026-02-27 20:18:20,False,,,Participant,205023e069fd095585455469bc87fcac,prolific,69a1fbf18410a7bedf41b6d7,622a42c21de0c55ba18a2acb:69a1fbf18410a7bedf41b6d7,699f9178c0a64a38138a36ca,live,2026-02-27 20:24:32,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",815f9e4c-ac98-150e-4011-4335331e168f,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,English,no,sort of,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-27T20:27:35.178327"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-27T20:19:05.051977"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Yes"", ""find_experiment_difficult"": ""No"", ""encountered_technical_problems"": ""No""}",62,2026-02-27 20:18:26,False,,,Participant,0921b8c6bf193fe9acf7e49e126a69d8,prolific,69a1fbd2f8903da522a67504,65e74f3dd1cf1c6869f7af37:69a1fbd2f8903da522a67504,699f9178c0a64a38138a36ca,live,2026-02-27 20:28:04,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",c284a9a8-737a-9693-4a81-0d04a4cfd20e,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,English,Yes,No,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-28T02:19:28.650968"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-28T02:12:20.881601"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english "", ""liked_experiment"": ""yes I did, but I was wondering if you were wanting different answers that I was giving "", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",63,2026-02-28 02:11:17,False,,,Participant,5500b5ada309bfd9bf6f502fc1498bc6,prolific,69a24eb17e9a3f5627422f19,675a1c9c5cac55bc951ff999:69a24eb17e9a3f5627422f19,699f9178c0a64a38138a36ca,live,2026-02-28 02:20:39,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",118f5cf8-7e80-6636-8892-f28b8b338cab,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 144.0.0.0 on Chrome OS 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,english ,"yes I did, but I was wondering if you were wanting different answers that I was giving ",no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-28T02:15:21.623691"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-28T02:11:52.397654"", ""sex"": ""prefer_not_to_say"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""It was okay"", ""find_experiment_difficult"": ""Not really"", ""encountered_technical_problems"": ""No""}",64,2026-02-28 02:11:28,False,,,Participant,e351d547cbc1fc80d22454ded59bac39,prolific,69a24ec1e32a1baebc8bb5f4,664672fcce821ecd654e1319:69a24ec1e32a1baebc8bb5f4,699f9178c0a64a38138a36ca,live,2026-02-28 02:15:47,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",fcefd21e-7d9e-4b9c-9b9d-7afe9166340d,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,prefer_not_to_say,English,It was okay,Not really,No
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-28T02:18:58.681428"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-28T02:12:21.854656"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English"", ""liked_experiment"": ""Somewhat. It was a little repetitive. "", ""find_experiment_difficult"": ""No, it was easy."", ""encountered_technical_problems"": ""No technical problems. ""}",65,2026-02-28 02:11:58,False,,,Participant,ce71eb70c9c8b1d6f9cc778c028d0d08,prolific,69a24ec83c2f3986fe657b96,671c5ad0eb30c87c11b22ec4:69a24ec83c2f3986fe657b96,699f9178c0a64a38138a36ca,live,2026-02-28 02:19:48,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",9bd01a75-3a92-0563-df48-c614416dd185,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,English,Somewhat. It was a little repetitive. ,"No, it was easy.",No technical problems. 
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-28T02:15:55.804614"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-28T02:12:26.547641"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""english"", ""liked_experiment"": ""yes"", ""find_experiment_difficult"": ""no"", ""encountered_technical_problems"": ""no""}",66,2026-02-28 02:12:04,False,,,Participant,debb78218a3a8df96b0762e54018422e,prolific,69a24ebe323ab883f90acc80,69a0b542190d3d759d168389:69a24ebe323ab883f90acc80,699f9178c0a64a38138a36ca,live,2026-02-28 02:16:14,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",b50e5864-e64b-2edc-bd32-941f9c9f2ee9,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 130.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,english,yes,no,no
"{""mit_consent"": true, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2026-02-28T02:20:50.055490"", ""__label_experiment__trial_loop__loop_start_time__loop_start_time"": ""2026-02-28T02:14:43.866774"", ""sex"": ""female"", ""languages_in_order_of_proficiency"": ""English, Spanish"", ""liked_experiment"": ""it was a bit repetitive, but it was okay"", ""find_experiment_difficult"": ""a bit"", ""encountered_technical_problems"": """"}",67,2026-02-28 02:14:25,False,,,Participant,bbef731c14607f6006507a328a33786d,prolific,69a24ec465e5d14a5e337480,6119ccaad19b17d52526b724:69a24ec465e5d14a5e337480,699f9178c0a64a38138a36ca,live,2026-02-28 02:21:20,1.25,,"{""recruiter"": ""prolific""}",approved,"[183, 4, 1]","[187, 5, 2]",451.5,451.5,1.0,[],"[1.0, 1.0]",c3b9e897-b520-0c0e-8288-009fe08c0e33,46,False,True,Finish,[],[],"[[""mit_consent_conditional"", false], [""init_participant"", false]]",{},[],1.25,0.0,0.0,0.0,True,Chrome 145.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""mit_consent"", ""label_experiment"", ""feedback""]","[""mit_consent"", ""label_experiment"", ""feedback""]",,True,female,"English, Spanish","it was a bit repetitive, but it was okay",a bit,
